chunk_id,source,snippet,icd_codes
239,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"48 49abms.org  Pediatric Transplant Hepatology  The pediatrician who specializes in Transplant Hepatology possesses  the special knowledge, skill, and expertise required of pediatric  gastroenterologists to care for patients prior to and following he...",'Z944'; 'T8643'; 'Z4823'; 'T8642'
240,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"patients with liver disease. Sleep Medicine  A pediatrician with demonstrated expertise in the diagnosis and  management of clinical conditions that occur during sleep, that disturb  sleep, or that are affected by disturbances in the wake-sleep cycle...",'K769'; 'K77'; 'K7689'; 'G479'
241,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Sports Medicine   A pediatrician who specializes in preventing, diagnosing, and treating  injuries related to participating in sports and/or exercise. In addition to  the study of those fields that focus on prevention, diagnosis, treatment,  and mana...",'Y9379'; 'Y9369'; 'Y801'; 'Z7182'
242,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Approved as an ABMS Member Board in 1947 3015 Allegro Park Lane, SW  Rochester, MN 55902  (507) 282-1776  abpmr.org Physical Medicine and Rehabilitation A specialist in Physical Medicine and Rehabilitation, also called a  physiatrist, evaluates and t...",'Y801'; 'Y751'; 'Z13828'; 'G129'
243,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"and any other disability or disorder that affects function. A physiatrist  may lead a team of medical professionals to help patients improve their  physical, psychological, social, and vocational function, and are dedicated  to the whole person, incl...",'Y801'; 'Y701'; 'K30'; 'Y791'
244,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,required for daily activities. Training required prior to certification: Four years Subspecialties Certification in one of the following subspecialties requires additional  training and assessment as specified by the board. Brain Injury Medicine   A ...,'Z13850'; 'Y751'; 'S06899S'; 'S06896S'
245,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"This specialist addresses a range of injury-related disorders that have  psychosocial, educational, and vocational consequences, as well as  related injuries of the central nervous system. He or she also works  with an interdisciplinary team to facil...",'Y751'; 'G9782'; 'T07XXXS'; 'T1490XS'
246,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"50 51abms.org  Neuromuscular Medicine  A physiatrist who specializes in Neuromuscular Medicine focuses  on the evaluation and treatment of disorders of nerve, muscle, or  neuromuscular junction, including amyotrophic lateral sclerosis (ALS),  periphe...",'G7289'; 'M6289'; 'G729'; 'G7100'
247,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"(e.g., myasthenia gravis). Pain Medicine  A physiatrist who specializes in Pain Medicine diagnoses and treats  patients experiencing problems with acute or chronic pain, or  pain related to cancer, in both hospital and outpatient settings and  coordi...",'G894'; 'G8929'; 'F4542'; 'M791'
248,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"and disability, such as cerebral palsy, spina bifida, acquired brain or spinal  cord injury, amputation, sports injuries, and muscle and nerve diseases.  This specialist works with an interdisciplinary team to improve a child’s  mobility and daily fu...",'G9589'; 'Q057'; 'Y93B9'; 'Z993'
249,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Spinal Cord Injury Medicine   A physiatrist who specializes in Spinal Cord Injury Medicine evaluates  and manages patients with spinal cord injuries caused by trauma  or from medical conditions such as multiple sclerosis, Guillain Barrè  syndrome, ar...",'G959'; 'S34109S'; 'G9589'; 'S34109A'
250,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"manages medical conditions such as pressure ulcers, pain, spasticity,  bladder and bowel dysfunction, respiratory health, and mood disorders;  and works to help patients return to their communities and vocations. Sports Medicine  A physiatrist who sp...",'Y9379'; 'Y801'; 'M63851'; 'M63859'
251,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,that might have effects on health and physical performance....,'Z566'; 'Z578'; 'T788XXS'; 'T738XXS'
252,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"52 53abms.org  AMERICAN BOARD OF   PLASTIC SURGERY Approved as an ABMS Member Board in 1941 Seven Penn Center  1635 Market Street, Suite 400  Philadelphia, PA 19103  (215) 587-9322  abplasticsurgery.org Plastic Surgery A plastic surgeon deals with th...",'Z428'; 'Y818'; 'Y810'; 'Y811'
253,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,and external genitalia or cosmetic enhancement of these areas of the  body. Cosmetic surgery is an essential component of plastic surgery. The  plastic surgeon uses cosmetic surgical principles to both improve overall  appearance and to optimize the ...,'Z411'; 'Z428'; 'T83498S'; 'Z48817'
254,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Plastic Surgery Within the Head and Neck  A plastic surgeon trained in this area has additional expertise in plastic  and reconstructive procedures within the head, face, neck, and associated  structures, including head and neck cancer and reconstruc...",'Z428'; 'Y811'; 'Y810'; 'Y813'
255,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Surgery of the Hand   A surgeon trained in Surgery of the Hand has expertise in the surgical,  medical, and rehabilitative care of patients with diseases, injuries, and  disorders affecting the hand, wrist, and forearm. Common conditions  treated by ...",'S6982XS'; 'S6981XS'; 'S66422S'; 'S66222S'
256,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Hand surgeons may be general surgeons, orthopedic surgeons or plastic  surgeons who have received additional training in this area. AMERICAN BOARD OF   PREVENTIVE MEDICINE Approved as an ABMS Member Board in 1949 111 W. Jackson Blvd., Suite 1340  Chi...",'Y66'; 'Z408'; 'Z4789'; 'M07641'
257,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"health and well-being, and to prevent disease, disability, and premature  death. They may be a specialist in Public Health and General Preventive  Medicine, Occupational Medicine, or Aerospace Medicine. The distinctive  components of Preventive Medic...",'Z789'; 'Z418'; 'Y66'; 'Z758'
258,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"developing, assessing, and assuring health policies; planning,  implementing, directing, budgeting, and evaluating population health  and disease management programs; and utilizing legislative and  regulatory processes to enhance health; • Control of...",'Z418'; 'Z789'; 'Z419'; 'Z758'
259,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"promote health and prevent the occurrence, progression, and  disabling effects of disease and injury; and • Assessment of social, cultural, and behavioral influences on health. Training required prior to certification: Four years...",'Z762'; 'Z418'; 'Z761'; 'Z7182'
260,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,54 55abms.org  Subspecialties  Certification in one of the following subspecialties requires additional  training and assessment as specified by the board. Addiction Medicine  A preventive medicine physician who specializes in Addiction Medicine  is ...,'Z7151'; 'Z1330'; 'F11929'; 'Z1339'
261,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"including nicotine, alcohol, prescription medications, and other licit and  illicit drugs. Physicians in this specialty also help family members whose  health and functioning are affected by a loved one’s substance use or  addiction. Clinical Informa...",'Z710'; 'Z91A4'; 'Y92531'; 'Z7152'
262,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"that enhance individual and population health outcomes, improve  patient care, and strengthen the clinician–patient relationship. Clinical  informaticians use their knowledge of patient care combined with  their understanding of informatics concepts,...",'Y92531'; 'Z418'; 'Z710'; 'Y740'
263,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"lead or participate in the procurement, customization, development,  implementation, management, evaluation, and continuous improvement  of clinical information systems. Medical T oxicology  Medical toxicologists are physicians who specialize in the ...",'Y92531'; 'Z418'; 'Y648'; 'Y800'
264,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"governmental, and public health settings, and provide poison control  center leadership. Important areas of Medical T oxicology include  acute drug poisoning; adverse drug events; drug abuse, addiction and  withdrawal; chemicals and hazardous materia...",'Z77098'; 'T480X4S'; 'T480X3S'; 'T480X1S'
265,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Hyperbaric Medicine treats decompression illness and diving accident  cases and uses hyperbaric oxygen therapy to treat such conditions as  carbon monoxide poisoning, gas gangrene, non-healing wounds, tissue  damage from radiation and burns, and bone...",'R203'; 'J9690'; 'J9600'; 'J9691'
266,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,working in altered atmospheric conditions....,'Z5739'; 'W9412XS'; 'W940XXS'; 'W9439XS'
267,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"56 57abms.org  AMERICAN BOARD OF   PSYCHIATRY AND NEUROLOGY Approved as an ABMS Member Board in 1935 7 Parkway North Deerfield, IL 60015  (847) 229-6500  abpn.com Psychiatry A psychiatrist specializes in the evaluation and treatment of mental,  addic...",'Z046'; 'Z1330'; 'F03B0'; 'Z1339'
268,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,disorders. Training required prior to certification: Four years  Subspecialties Certification in one of the following subspecialties requires additional  training and assessment as specified by the board. Addiction Psychiatry   A psychiatrist who foc...,'Z1330'; 'Z1339'; 'Z7151'; 'Z046'
269,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Child and Adolescent Psychiatry   A psychiatrist who focuses on the evaluation and treatment of  developmental, behavioral, emotional, and mental disorders of  childhood and adolescence. Clinical Neurophysiology   A psychiatrist, neurologist, or chil...",'F989'; 'F939'; 'F988'; 'F8081'
270,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"testing such as electroencephalography (EEG), electromyography (EMG)  and nerve conduction studies (NCS), among others. Descriptions for Neurology and related subspecialties  can be found on page 58. Consultation-Liaison Psychiatry   A psychiatrist w...",'Z13858'; 'Z046'; 'R9401'; 'Z1330'
271,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"obstetrical, or surgical illness in which psychiatric illness is affecting  their medical care and/or quality of life; such as HIV infection, organ  transplantation, heart disease, renal failure, cancer, stroke, traumatic brain  injury, high-risk pre...",'O99344'; 'O99340'; 'F99'; 'O99341'
272,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"factors affecting a general medical condition.  Forensic Psychiatry  A psychiatrist who focuses on the interrelationships between psychiatry  and civil, criminal, and administrative law. This specialist evaluates individuals  involved with the legal ...",'Z046'; 'F28'; 'F060'; 'F323'
273,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"emotional disorders in the elderly.  Pain Medicine   A psychiatrist who specializes in Pain Medicine diagnoses and treats  patients experiencing problems with acute or chronic pain, or pain related  to cancer, in both hospital and outpatient settings...",'F4542'; 'F4541'; 'F11982'; 'F419'
274,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"sleep, or that are affected by disturbances in the wake-sleep cycle. This  specialist is skilled in the analysis and interpretation of comprehensive  polysomnography, and well versed in emerging research and management  of a sleep laboratory....",'G479'; 'G478'; 'G4769'; 'F519'
275,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"58 59abms.org  Neurology A neurologist specializes in the evaluation and treatment of all types of  disease or impaired function of the brain, spinal cord, peripheral nerves,  muscles, and autonomic nervous system, as well as the blood vessels  that ...",'G53'; 'G9782'; 'G998'; 'G988'
276,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"memory disorders, multiple sclerosis, and effects of systemic diseases,  like high blood pressure and diabetes, on the nervous system. Training required prior to certification: Four years Primary Specialty Certificate Neurology with Special Qualifica...",'Z13858'; 'G988'; 'G3789'; 'G378'
277,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,neurodevelopmental problems of childhood. Training required prior to certification: Five years Subspecialties Certification in one of the following subspecialties requires additional  training and assessment as specified by the board. Brain Injury Me...,'P112'; 'P111'; 'G463'; 'Z13850'
